dim 0,dim 1,dim 2,dim 3,dim 4,dim 5,dim 6,dim 7,dim 8,dim 9,dim 10,dim 11,dim 12
-0.828390892555283,-1.109824317142166,-0.3162485956919559,-1.0494791781072377,0.08835836123987252,-0.3927512665827968,-0.9429954848742448,2.160669007946516,-2.0690341807257107,-0.7734740098006752,1.2835184060769986,-1.3300767680257832,-0.21302116261562906
-0.44545875339803215,-0.8764318992872132,-1.266637232615559,-0.8092511842759068,0.018145020611759512,-0.4408212130313899,-0.6217261337262275,1.354888401588921,-1.7010965133825755,0.29929954794465424,0.09893695283621667,-1.443072193253603,-0.9454547224950149
0.4192267221183385,-1.2534504204375216,-0.023821322792385226,-0.7491941858180745,0.7202784268928897,0.3763678765946987,-0.7321624731833584,1.5160445228604404,-2.0515133394236567,-0.8167310080968578,0.27443050146448084,-0.9628416360353684,0.00989339908679277
0.060999882261557024,1.3677259647027171,-0.17003495924217055,0.9023732717723214,-1.035055088809936,-1.0336838858973765,-0.4410121237054675,1.9995128866749967,0.05098761682282996,-0.11164193586908086,-0.5152904673627073,-0.8498462108075485,-0.7384626294856234
-1.470728674367444,-0.19420790863427426,1.3652082234805754,0.6020882794831586,2.4053986019676024,-1.1138004633116982,-1.0433921571080005,-1.7876559632056976,-0.05413743098949445,-1.1065528966812814,-0.03268320863498142,-0.4967355069706112,-0.3881683182389605
-0.28487430794499297,0.9817308120964496,-1.4128508690653443,-1.0494791781072377,-1.386121791950501,-1.0657305168631053,-0.7823608093002362,0.5491077952313265,-1.3331588460394403,-0.7172399120156377,-1.1295178875616314,-0.6944775011192956,-1.193845234106285
-0.17370046109288825,-0.8854085307431729,-0.17003495924217055,-0.4489091935289116,1.5628385144302457,-1.2580103026574792,-0.7823608093002362,-1.2236095387553816,-1.140429591716846,-0.4144409239423594,-0.8662775646192351,-1.8668050378579282,-0.3722458495459304
-0.1489951617924188,0.5867590280342218,0.12239231365740012,0.1516607910494142,0.2989983831242116,-1.594499927797633,-0.8124798109703628,-0.9818753568481032,-1.3331588460394403,0.1479000539080152,-0.9540243389333672,-1.6831874718627209,-0.690695223406533
-0.23546370934405636,-0.02365191097103956,0.12239231365740012,1.3528007602060657,-0.12228166064446655,-1.8348496600406008,-0.9429954848742448,-0.7401411749408247,-1.3331588460394403,0.277671048796563,-1.305011436189895,-1.7679340407835853,-0.5951604112483522
-0.3713428554966305,1.089450389567966,-0.023821322792385226,0.6020882794831586,0.4394250643804377,-0.9535673084830536,-0.8325591454171141,-1.5459217812984192,-1.3156380047373863,-0.02512793927671551,-0.7785307903051031,-1.8668050378579282,-0.4677806617041112
-0.6060431988510735,-0.98415147675873,-0.4259088230292941,-0.5990516896734929,-1.035055088809936,-0.4728678439971189,-1.4550185132663978,1.9189348260392367,-0.5972835113531701,0.16952855305610642,-0.9101509517763012,-1.556067618481423,-0.30855597477380986
-0.4948693519989688,0.11099756086835623,-0.6086758685915249,-0.2987666973843301,-0.4031350231569186,-1.0817538323459692,-1.3747011754793932,2.160669007946516,-1.140429591716846,0.8832690249431197,-0.9978977260904331,-1.4571966214070804,-0.16525375653653868
-0.927212089757154,2.139716269915253,0.6341400412316488,0.4519457833385771,-0.7542017262974837,-1.4663134039347174,-1.5654548527235288,1.354888401588921,-1.3857213699456024,-0.5225834196828157,-0.9101509517763012,-1.8950538941648831,-0.08564141307138802
-0.5813378995506063,2.848870154936072,0.999674132356112,1.6530857524952287,-0.2627083419006926,-0.8093574691372731,-1.4349391788196466,2.160669007946516,-0.8600961308839807,-0.02512793927671551,-0.6030372416768394,-1.3018279117188285,-0.7384626294856234
0.604516466871847,1.1253569153918048,-0.6452292777039721,0.0015182949048327598,-0.8244150669255967,-1.0817538323459692,-1.5554151855001532,1.757778704767718,-1.24555463952917,0.277671048796563,-0.6469106288339049,-1.1182103457236203,-0.5314705364762317
-0.19840576039335547,0.5598291336663423,0.8900139050187723,1.3528007602060657,0.08835836123987252,0.039878251454544496,-1.4349391788196466,1.354888401588921,-1.3682005286435484,-0.05973353791366165,-0.2959235315773772,-0.6521042166588634,-0.4996255990901714
-0.08723191354125075,0.4251796618269466,1.21899458703079,0.4519457833385771,-0.2627083419006926,-1.2099403562088853,-1.5353358510534019,1.354888401588921,-1.4733255764558728,-0.1981559324614462,-0.8224041774621691,-0.4261133662032233,-0.4677806617041112
0.4439320214188057,0.20076387542795351,-0.06037473190483075,0.1516607910494142,-0.7542017262974837,-1.4342667729689884,-1.5353358510534019,0.06563943141676974,-1.6660548307784673,0.23441405050038014,-1.1295178875616314,-0.2001225157475832,0.10542821124497356
0.6415744158225479,0.7483383942414965,1.2921014052556827,1.2026582640614842,-0.19249500127257954,-1.193917040726021,-1.5152565166066512,1.1131542196816426,-1.8237424024969535,-0.3062984282019028,-0.2959235315773772,-0.7792240700401607,-0.7225401607925932
0.7651009123248862,2.3461787934023275,-0.06037473190483075,0.1516607910494142,-0.5435617044131447,-0.4728678439971189,-1.2341458343521357,0.8714200377743642,-1.0002628613004134,-0.2846699290538112,-0.20817675726324508,-0.7933484981936385,-0.6270053486344125
-0.927212089757154,1.3856792276146368,-0.6086758685915249,-0.2987666973843301,0.8607051081491157,-1.4663134039347174,-1.2542251687988868,-0.5789850536693061,-0.7900127656757648,1.3634217060307474,-1.3488848233469608,-0.8639706389610258,0.3442652416404255
